fiscal_year	Query_Run_Date	Customer	SubCustomer	ProductOrServiceArea	CompetitionClassification	ClassifyNumberOfOffers	VehicleClassification	VendorSize	SizeOfSumOfObligatedAmount	UnmodifiedUltimateDuration	Label	IDVlabel	ContractLabel	TransactionLabel	IsPerformanceBasedLogistics	SumOfobligatedAmount	SumOfnumberOfActions
2013	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	62554.1800	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-100000.0000	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	803447.7100	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3802084.4100	3
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-GoviniSolicitation	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-8400732.9600	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	177635.3800	3
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Full Competition (Multiple Offers)	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	>7-12 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	956777.0000	3
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	481669.7300	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Less than $250 thousand	>2-7 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	905020.0000	20
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	4534486.8700	5
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	355424.0000	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2013	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1066608.0000	1
2013	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	4
2013	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Launchers & Munitions	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	36455.0000	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Launchers & Munitions	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	10256.2305	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Full Competition (Multiple Offers)	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>2-7 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	106400.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	241613.5972	5
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	3525442.0938	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	353415.7031	12
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	478895.6797	12
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	6234.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	18074.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	3
2012	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	27018478.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	773848.3320	10
2012	2017-09-13 12:23:09.423	Defense	Navy	Ground Vehicles	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Other	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	30899276.0000	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2013	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Medium <1B	$1 - <$5 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1325626.0400	1
2013	2017-09-13 12:23:09.423	Defense	Navy	PAMS	No Competition (Follow on to competed action)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Medium <1B	$250 thousand - <$1 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	988460.0000	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-977.4200	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-66772.9200	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-125500.5500	2
2013	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	Electronics & Communications	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	401910.9900	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-470820.4000	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1869971.4200	4
2013	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-2528.0900	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1878722.3400	3
2013	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-10526.0000	1
2013	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$100 - <$500 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2013	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2013	2017-09-13 12:23:09.423	Defense	Other DoD	Ships	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Deobligation	<=2 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-1271.6600	1
2011	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Small	$250 thousand - <$1 million	>2-4 Years	PBL-FPDSdescribed	NULL	NULL	PBL-FPDSdescribed	1	389575.1875	7
2011	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2011	2017-09-13 12:23:09.423	Defense	Navy	R&D	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	3299664.0000	2
2011	2017-09-13 12:23:09.423	Defense	Navy	R&D	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Zero value	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2011	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	114771.4493	3
2011	2017-09-13 12:23:09.423	Defense	Other DoD	ERS	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Zero value	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	2
2011	2017-09-13 12:23:09.423	Defense	Other DoD	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-2485731.3750	7
2011	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	Full Competition (Multiple Offers)	3-4 Offers	NULL	Medium <1B	$25 - <$100 million	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-3124.8000	1
2011	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	6203408.0000	1
2012	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large	$5 - <$25 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	18116814.0000	2
2012	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	22103616.0000	20
2012	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2512197.0000	1
2012	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$25 - <$100 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	29925124.0000	9
2012	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1624174.5313	3
2012	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	10-24 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	38896.2813	1
2012	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2892715.5537	69
2012	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2053447.3673	7
2012	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5549957.2969	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Full Competition (Multiple Offers)	5-9 Offers	Modified Definitive Contract	Large: Big 6	$25 - <$100 million	>4 years	PBL-Announcement	NULL	PBL-Announcement	NULL	1	83606274.0000	25
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	418202.0625	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	$1 - <$5 million	>1-2 Years	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	15208356.1250	7
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	$250 thousand - <$1 million	>7-12 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	1693920.0000	5
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	7026645.0000	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	-17448.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	71495.0000	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	35558.0000	4
