fiscal_year,Query_Run_Date,Customer,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2007,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,<=2 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,8349242,3
2007,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,2,4899612,1
2007,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,1,0,0,2,0,NULL
2007,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,0,2,531504,1
2007,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,602,1
2007,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,13352,1
2007,44:53.8,Defense,Navy,Products,No Competition (Unlabeled Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,0,0,0,2,16616523,1
2008,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,921482,10
2008,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,21015420,8
2008,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,-228594,3
2008,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1267955.52,2
2008,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,0,738656.22,3
2008,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,281600,3
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,148411.4,3
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,8905.01,1
2011,44:53.8,Defense,Army,FRS&C,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large,Zero value,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,0,0,2
2011,44:53.8,Defense,Army,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,208824.53,3
2011,44:53.8,Defense,Army,PAMS,Full Competition (Multiple Offers),3-4 Offers,Modified Definitive Contract,Medium <1B,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,2,2,30681503.61,26
2011,44:53.8,Defense,Army,PAMS,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,0,487941,5
2011,44:53.8,Defense,Army,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,3675360,4
2011,44:53.8,Defense,Army,PAMS,No Competition (Only One Source Exception),No competition,Federal Supply Schedule,Medium <1B,Deobligation,>2-7 Months,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,NULL,1,0,0,2,-86799.41,1
2011,44:53.8,Defense,Army,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,120473.1,5
2011,44:53.8,Defense,Army,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,44854.16,1
2011,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,210194.8,7
2011,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-Announcement,NULL,PBL-Announcement,NULL,0,1,1,0,0,0,-144801.63,17
2011,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-FPDSdescribed,NULL,PBL-Announcement,PBL-FPDSdescribed,2,1,1,0,0,0,3019595.9,2
2011,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>1-2 Years,PBL-FPDSdescribed,PBL-GoviniDescribed,NULL,PBL-FPDSdescribed,2,4,1,0,0,2,4912769.25,5
2011,44:53.8,Defense,DLA,ICT,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,757886,4
2011,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,562169,4
2011,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,0,5
2011,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,334242.02,8
2011,44:53.8,Defense,Navy,ERS,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Zero value,>2-4 Years,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,1,0,0,1,0,0,1
2011,44:53.8,Defense,Navy,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,0,0,0,2,-2927.35,1
2012,44:53.8,Defense,Air Force,Products,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$5 - <$25 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,2,0,45262,2
2012,44:53.8,Defense,Air Force,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,168676.35,7
2012,44:53.8,Defense,Air Force,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,41790,1
2012,44:53.8,Defense,Army,ERS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Medium >1B,$100 - <$500 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,0,102588733.4,6
2012,44:53.8,Defense,Army,ICT,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,0,63008337.96,4
2012,44:53.8,Defense,Army,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1159765.6,3
2012,44:53.8,Defense,Army,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,4295131,3
2012,44:53.8,Defense,Army,PAMS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$100 - <$500 million,>7-12 Months,PBL-FPDSdescribed,NULL,PBL-GoviniDescribed,PBL-FPDSdescribed,2,4,1,0,0,0,54457420.41,3
2012,44:53.8,Defense,Army,PAMS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,2,2,29333553.99,38
2012,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,0,0,0,2,9310.29,1
2012,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,0,0,0,2,16799.94,1
2012,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,118530,4
2012,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,69773.72,1
2012,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$25 - <$100 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,35531713.39,7
2012,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-GoviniDescribed,NULL,PBL-GoviniDescribed,NULL,0,1,1,0,0,0,13741987.11,29
2012,44:53.8,Defense,Army,R&D,Full Competition (Multiple Offers),3-4 Offers,Modified Definitive Contract,Medium <1B,$5 - <$25 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,2,19532261.45,35
2012,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,>7-12 Months,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,NULL,0,0,0,0,470081,2
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,0,1
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1438296,4
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,0,1
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,303627.1,4
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1217086,2
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,387907.91,1
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,2776.27,1
2008,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,2,481349,7
2008,44:53.8,Defense,Air Force,ICT,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,1,0,0,0,0,2
2008,44:53.8,Defense,Air Force,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,0,0,1
2008,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0,1
2008,44:53.8,Defense,Air Force,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,85135,1
2008,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,0,1
2008,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1037058.36,5
2008,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,799710.12,1
2008,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1639647.64,5
2012,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,4,1,0,0,2,0,NULL
2012,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,1,1,0,0,2,0,NULL
2012,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,0,1
2012,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,0,2,0,5
2012,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0,1
2012,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,0,2
2012,44:53.8,Defense,Navy,R&D,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,1,0,932508,5
2012,44:53.8,Defense,Other DoD,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,178030.29,1
2012,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,4841876,2
2012,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,127100,1
2012,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Purchase Order,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,1,1,0,0,2,-214,1
2012,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,0,3
2012,44:53.8,Defense,Other DoD,R&D,Full Competition (Multiple Offers),3-4 Offers,Modified Definitive Contract,Medium <1B,$5 - <$25 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,2,0,1
2013,44:53.8,Defense,Air Force,ERS,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,0,0,0,2,46056,1
2013,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,1,2,14685258.25,5
2013,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,1,0,0,2,40671.6404,14
2013,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-637525.65,2
2013,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,-25738.3203,2
2012,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1429637.39,5
2012,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,561567,2
2012,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,0,725325.75,1
2012,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,-3510,3
2012,44:53.8,Defense,Navy,ICT,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,1,1,0,0,0,0,1
2012,44:53.8,Defense,Navy,PAMS,Full Competition (Multiple Offers),10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,0,0,0,2,0,NULL
2012,44:53.8,Defense,Navy,PAMS,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,0,0,0,0,1331287,8
2012,44:53.8,Defense,Navy,PAMS,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Deobligation,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,0,0,0,0,-137046.73,1
