fiscal_year,Query_Run_Date,Customer,SubCustomer,ProductOrServiceArea,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2013,2017-09-13 14:58:58.833,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,1,2,1,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,PAMS,Full Competition (Multiple Offers),3-4 Offers,NULL,Medium <1B,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,2,2,-43290.1700,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,-133.5300,2
2013,2017-09-13 14:58:58.833,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$100 - <$500 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,2,2,0.0000,2
2013,2017-09-13 14:58:58.833,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,2
2013,2017-09-13 14:58:58.833,Defense,Other DoD,Ships,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Deobligation,<=2 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,1,0,0,2,-1271.6600,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,498529.7400,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,23644837.0000,12
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-1328640.9900,5
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,136017.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,5
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,2,0,3265.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,3660493.3600,6
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,5042004.1400,4
2009,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,35884.2617,2
2009,2017-09-13 14:58:58.833,Defense,Army,ERS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,1,2,45705594.8976,46
2009,2017-09-13 14:58:58.833,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,-0.2800,1
2009,2017-09-13 14:58:58.833,Defense,Army,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,2,2,74225.5234,1
2009,2017-09-13 14:58:58.833,Defense,Army,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,465659.2813,2
2009,2017-09-13 14:58:58.833,Defense,DLA,Ground Vehicles,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,<=2 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,2,0,0,0,2,420000.0000,1
2009,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,13544675.0000,1
2009,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,-83511.0000,2
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,0.0000,1
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,0.0000,1
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,2,288941.9600,2
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,2,-27301.4004,1
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,1,0,0,2,20888.0000,2
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,6382.0000,2
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,65466.0000,3
2009,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,2,19864.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,53781.3408,2
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,2449732.5000,2
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,297768.7500,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,106174.8516,3
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,1129302.0747,27
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,0.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,96362.1514,6
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,39259163.0000,12
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,0.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,1550232.0000,2
2012,2017-09-13 14:58:58.833,Defense,Air Force,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,1,2,2413986.2500,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,680.4000,4
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,29378193.0000,9
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,0,0.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,85878280.6407,33
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-2106.9199,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,16420.8100,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,58369.7200,4
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,16552.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,2,2,93208645.5400,12
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,21854964.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,81885.0000,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,2,1,0,0,2,0.0000,0
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$100 - <$500 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,48686259.0000,12
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,76083807.0000,6
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,670896.0000,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Other Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,2717676.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,2780341.4400,12
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,535949.0000,7
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-29212.5700,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2015,2017-09-13 14:58:58.833,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,2
2015,2017-09-13 14:58:58.833,Defense,Navy,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,0,0,0,2,363701.3400,1
2015,2017-09-13 14:58:58.833,Defense,Navy,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,0,0,0,0,-8333.3400,2
2015,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,-563472.9600,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,NULL,1,0,0,2,13221.0000,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,1,0,0,2,0.0000,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,Deobligation,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-5031864.0000,1
2015,2017-09-13 14:58:58.833,Defense,Navy,PAMS,Full Competition (Multiple Offers),10-24 Offers,NULL,Large,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,0,0,0,2,0.0000,NULL
2015,2017-09-13 14:58:58.833,Defense,Navy,PAMS,Full Competition (Multiple Offers),10-24 Offers,NULL,Medium >1B,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,0,0,0,2,0.0000,NULL
2015,2017-09-13 14:58:58.833,Defense,Navy,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,0,0,1,2,457361.1900,1
2015,2017-09-13 14:58:58.833,Defense,Navy,R&D,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,1,2,7370933.0000,4
2015,2017-09-13 14:58:58.833,Defense,Other DoD,Aircraft,No Competition (Only One Source Exception),No competition,NULL,Large,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,-199016.1100,1
2015,2017-09-13 14:58:58.833,Defense,Other DoD,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,323150.5000,10
2015,2017-09-13 14:58:58.833,Defense,Other DoD,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,2
2015,2017-09-13 14:58:58.833,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,0.0000,1
2015,2017-09-13 14:58:58.833,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-210961.4200,2
2015,2017-09-13 14:58:58.833,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,0.0000,2
2015,2017-09-13 14:58:58.833,Defense,Other DoD,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,-30261.6200,1
2015,2017-09-13 14:58:58.833,Defense,Other DoD,ICT,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,23676.1196,5
